userName,content,score,at
email tika,"Saya puas bgt pake VPN disini. Konek gampang, gak pernah disconnected sendiri. Pilihan negara banyak dan pasti nyambung aja ama Netflix saya. Gak nyesel coba free trialnya. Harus coba langganan :)",5,2022-07-27 13:50:43
Testarossa,"Udah 3 hari susah banget connect, sekalinya connect ga lama langsung disconnected sendiri. dahal cuma login di 1 device. buat yg mau pake dan beli vpn ini mending gausah, kalian pasti nyesel. mending beli vpn lain, ini udah ga recomend banget. makan tuh duit gue sampe kenyang.",1,2022-07-18 22:33:45
glend riv,"Langsung uninstall karena opsi subscribe hanya ada opsi weekly(dimobile), setidaknya monthly, rata-rata vpn tuh bulanan. DiKalau untuk membuka monthly harus weekly dulu saya skip, saya tidak butuh offer weekly. Terima kasih.",3,2022-06-04 18:52:57
Pengguna Google,"Setiap mau main multiplayer liga di asphalt 8,data selulernya sering terputus saat menghubungkan vpnnya. Tolong diperbaiki saat vpnnya dihubungkan di data seluler selalu terputus sendiri data selulernya My device Samsung Galaxy TabV3",4,2019-10-23 14:14:04
Syzhar GD,"Nih niat bikinnya apa gimana ya? Udah berbayar connect pun lama... Percuma nyuruh ganti ke TCP, UDP, Nord Lynx dan lainnya kalo gk ada hasilnya. Ayolah jangan cuma ambil uang orang orang yang udah beli premium kalo kualitasnya jelek. Opsi diatas kayak cuma gimmick biar keliatan keren doang kali ya? Kalo update cuma makin perparah doang gak guna sumpah. Kecewa",1,2021-02-28 07:57:46
Reby Yoga Afrian,Kok jadi ribet mau login doang. Harus di lempar ke browser segala. Biasanya bisa langsung. Udah berhasil login di browser gabisa pula di klik kembali ke aplikasinya. Gmna mau login klo bgni. Mahal2 gua beli premium.,1,2021-02-22 15:08:36
Pengguna Google,"koneksi susah sekali berhasil, ditungguin sampe sejam juga ga berhasil konek, bener2 aplikasi jelek, tidak bisa tersambung ke semua server, tendang saja dari playstore. !!!",1,2020-01-17 07:24:02
Nona Intan,"Sumpah mengecewakan, sudah subscribe yang pertahun, eh malah ga bisa di pakai sekarang dengan alasan ini itu. Udah gitu dana pengembalian katanya sukses tp blm asa masuk di bank. Sdh ke bnk, kta bank yg bermasalah pihak vpn. Sangat di permainkan oleh aplikasi ini. Yg lain jgn join apalagi sampai membayar sprt ku. Mndg aplikasi vpn yg lain yg lbh terpercaya dan ngga main².",1,2021-08-25 01:05:15
matt mars,Ini APK udah di bayar..loginnya lama amat gak bisa connect Aku pakai 2 device dari tadi malam sampai sekarang gak bisa connect loading terus sampai kapan inisih sudah tambah parah gak kayak dulu lagi aku kecewa ama developerd nya yg update makin jelek apknya,1,2021-04-04 07:25:55
Pengguna Google,Ini gimana ya? Saya menginstall dan mendapat jatah gratis 1 minggu. Saya juga langsung berlangganan satu bulan dan membayar pakai gopay! Tapi begitu masa gratis sudah habis dan saya sudah membayar biaya berlangganan malah tidak bisa dipakai! Payment failed trus!! Ini gimana?!,3,2020-04-12 10:49:02
Akhmad Agung Wicaksono,"Aplikasi yang hebat. Di gadget dan router mikrotik. Jika anda dari Indonesia, baiknya gunakan server Singapura. Lebih cepat. Untuk aplikasi lokal seperti myind*****, mysma******, mytelk*****, gunakan server Indonesia.",5,2020-05-24 03:14:08
Ben Anto,Bagus cepat dan lancar saya pakai baru yg gratisan 😁 tapi untuk yg pakai data seluler bisa babak belur baru pakai 10 menit udah habis 500 mb masih awam pakai bbrp jam habis sampai 5 gb data seluler. Belum punya wifi rumah ngak jd langganan,5,2021-09-07 21:10:30
Pengguna Google,"VPN nya bagus jadi lebih aman dengan AES 256-Bitnya, tp mungkin bisa dtingkatkan masalah connect yang agak lama dan terkadang koneksi bisa putus gaada internetnya",5,2020-04-16 19:00:38
Rifqy Khazin Dhamiri,"Aplikasi ampas make satu daerah aja g bisa harus bayar dlu kalau mau make emg dasar mata duitan kalau mau bkin aplikasi premium ya jangan difreein lah digoggleplay biar org tahu kalau ini tuh aplikasi khusus sultan,bener2 kecewa saya semoga developernya bangkrut",1,2021-05-12 23:52:29
David Gren,"Main game server luar buruk banget kalau pakai ini VPN, tapi giliran Expre** Vpn lancar, giliran streaming play game via cloud GeForce Now lemot banget, harga langganan juga gak beda jauh tapi kualitas beda jauh juga",1,2020-11-19 23:27:01
Rusman Tobyakta Siregar,"Udah berlangganan, kemudian kadang kalau mau connect nunggu lama dan terkadang nggak bisa, saya lihat komentar disuruh ganti ke tcp/udp, tapi tetap nggak pengaruh, tolong dong katanya vpn terbaik, kalo bisa berikan jawabannya disini jangan suruh saya nge email, biar orang lain tau bagaimana mengatasinya.",1,2020-05-28 00:57:30
ren ny,"Aneh sekali,aku sudah sign up atau login tapi MASIH DISURUH,INI GAk berguna,udah di sign up malah lagi,kesel gua,ini VPN gak berguna,ini VPN sangat kesel,nanti klik quick connect terus disuruh sign up pas sudah disuruh lagi,jangan download ini VPN nanti membuat kesel",1,2023-04-05 11:53:46
arifa aprilia,"Td kasih bintang 1 tapi kasian sama developernya. Soalnya ribet sih, meski setelah dibaca emg ni app mematuhi protokol vpn. Kalo gratis bisa berbahayaa. Yaudah lah cobain trial trs hapus.",5,2022-03-23 19:24:51
SNSD give me TWICE to BUDDY from ITZY,"Walaupun gua uninstall ini app, tapi gua tetap kasih bintang 3 deh. Iya sih bagus! Tapi sayangnya berbayar... Lagi pandemic gini malah suruh bayar ginian. Males 🗿",3,2021-03-15 21:48:42
Muhammad Marshal Zudin,"Saya sudah berlangganan versi pro, tapi masih ada aja susah benar menghubungkan server & suka diskconnect tiba2 padahal jaringan saya semuanya aman",1,2022-02-12 20:11:26
Edogawa Conan,Jelek padahal udah premium tapi gk bisa connect cuma tulisan connecting terus... Sudah diganti ke open Vpn TCP atau UDP tetap sama connecting gk tersambung,2,2020-08-31 16:23:31
Kocheng Oren,"Kecewa banget, Udah beli sampai tahun 2022, Tapi kualitasnya jelek banget, Susah banget connect nya, Udah nunggu berjam-jam & dicoba berulang-kali tapi belum bisa connect 👎🤬",1,2021-01-15 18:08:14
Supianur,"Salah satu aplikasi vpn yang buruk, mengkoneksikan saja lama banget ampe kura-kura berlumut gagal terus buat masuk, tolonglah diperbaiki untuk hal ini",1,2022-08-21 11:17:51
Novinaldi,Mohon maaf... Kenapa ya setiap mau konek selalu muncul connecting truz? Udah saya coba disemua negara...masak iya tidak ada satupun yg berhasil. Kebetulan saya udah membeli akun Nord VPN ini di Marketplace,1,2021-02-28 23:23:24
Bagus Bagus pratama,Kenapa saldo saya di sedot didana trus pembayaran gagal kenapa enggak di balikin saldo saya,1,2023-12-29 10:32:24
Pengguna Google,"kenapa saya tidak bisa internetan secara gratis kan akun saya sudah aktif dan saya sudah membayar ,apakah fungsi aplikasi ini sebenarnya tolong jawab kak ,saya sangat kecewa karena saya sudah capek capek daftar akun terus saya membayar tapi semuanya sia sia ,tidak ada hasilnya ,dan jika memang aplikasi ini bisa digunakan internetan secara gratis maka tolong beritahu saya caranya agar rasa kekecewaan saya bisa hilang tolong dijawab secepat mungkin dengan menggunakan bahasa indonesia",1,2019-01-03 09:00:34
iqbal k,Ini apk kenapa ya? Dulu saya pake apk ini ga 1 menit langsung auto konek sekarang ga bisa lama banget udah ganti protokol nya tetep kenapa ya? Kecewa sih,3,2021-02-13 20:49:27
Moon Hany,Kebangetan. Mau konek aja gagal terus. Bnyk banget gagal konek ny drpd lancar ny.. sdh ubah2 setingan UDP dll ttp gagal . Rugi langganan ny.. mending pindah ke vpn sebelah..,1,2022-11-26 23:20:21
YT GTPS,"Dulu VPN ini paling bagus, skrg ntah knp susah connectnya. Tolong lah segera di perbaiki! 30 menit cuma buat connectin Nord VPN kgk ke connect2",1,2021-09-21 20:48:53
Zidan Zaki,"Masih ada aplikasi yg lebih baik Coba pake seed4.me ini vpn ny stabil kenceng jugak. Nord vpn ini Yaa masalahnya sih cuma 1 Ping nya tidak lebih baik daripada vpn seed4.me Itu real setelah saya bandingkan dengan isp yg sama Saya main pubg vpn seed4.me ping ny di 90,70,100 Kalo nord vpn masuk ke dalam lobby bisa tp pas di pertandingam g bisa",2,2020-08-21 01:07:09
YMN 55,Semua fiturnya berbayar dan tidak bisa digunakan jika hanya sekedar mendownloadnya saja harus bayar untuk penggunaan minimal 1 bulan Saya hanya pengguna yang apa² hanya ingin gratis,1,2023-08-25 06:16:01
Arnum group,Setelah di update susah koneknya . . Padahal sudah di atur di pengaturan tetap saja tidak bisa . . Baru juga langganan . . Tolong perbaiki . .,1,2023-01-14 10:13:46
yusuf nur fadylah,"Untuk apa saya berlangganan? Connecting ke server nya saja sangat lama, Buruk sekali. Dan bilapun terconnect, Internet nyapun sangat lambat !",1,2020-11-20 15:47:14
Brian Awiruddin,"Nyezal beli akun premium, sudahlah bayar, gabisa dipakai pula. Connectnya susah, lama, ribet. Tidak recomended!",1,2021-02-06 15:33:42
Yak Setiawan,Udah di tungguin sampe 1 jam kaga kehubung juga padahal udh berlangganan gua mending make VPN hub lebih bagus dari ini Nord VPN udh berubah sekarang dulu mah bagus banget tapi sekarang malah turun,1,2020-09-09 17:09:12
Vel Dora,"Jaringan cukuo bagus dan sangat praktis untuk di gunakan, tetapi ada sebuah masalah yang saya alami, vpn kadang tidak konek dan kadang tiba tiba putus, tolkng di perbaiki, terimakasih",4,2023-08-10 15:49:48
Baka Neko,"berlangganan premium, tp mau connect aja ngak bisa, mau pake hp/pc tetep aja sampah, nih komen juga paling dijawab suruh ganti settingan TCP/UDP/Lynx, dah ketebak bacotan ngak guna kalian, mending pake VPN Lain dari pada vpn sampah begini",1,2022-11-23 00:30:02
GAJAH MADA,"Koneksi lelet, pake surfshark lebih bagus",1,2023-11-06 06:40:00
Zidan Bella,Sangat Susah Untuk Terhubung Dan Sering Jaringan Tidak Lancar Sudah Menggunakan Berbagai Protocol Tetap Tidak Terhubung Saya Mohon Agar Di Perbaiki.,1,2020-12-13 18:57:40
Pengguna Google,"tolong sama kawan"" jangan coba""mendownload aplikasi ini dan saya belum pernah memakai n belum penah buka aplikasi anjing ini atm saya sudah kepotong saldonya.... setelah itu aplikasi NordVPN Anjing ini tdk bisa di aktifkan sampai skarang ,setiap saya buka tdk ada hasilnya ...eeh jawabannya malah email ini sudah di ambil,begitu seterusnya memang tim setan ini",1,2019-06-14 12:30:55
firman supratman,Aplikasi keren... bisa scan dark web,5,2023-10-11 19:04:08
2Day,Banyak masalah nya,1,2024-01-28 02:18:00
Ikhsan Pernando,"Saya sangat sangat tidak puas dengan norvpn ini, masa semua server tidak bisa connect padahal jaringan stabil, padahal punya saya sudah premium.",1,2022-07-19 09:30:55
ikhsan,"memerlukan waktu lama untuk konektivitas. sangat buruk untuk memulai konektivitas, jaringan memang cepat jika sudah terkonektivitas dengan daerah yang dituju",1,2020-07-27 20:00:31
kenedy timi,"Gatau kenapa kayaknya entah vpn nya yg gabisa apa hp gw yang cuma mau sama vpn sebelah yang gratis, pake vpn berbayar gk bisa kayaknya 😅🤣 , mikir"" lagi deh kalo mau berlangganan.",1,2021-02-14 00:45:10
Bang Mamat,Aplikasi aneh masa uji coba 7 hari tapi day nya malah 00 dan malah mencoba 4 jam dan mau uji coba selanjutnya pakai Rp 0 malah berbayar 😒😒 tolong benerin,1,2024-01-08 15:52:20
all,ini mah vpn premium kualitas gratisan. bagi kalian mending jangan berlangganan dari pada kecewa.,1,2024-02-08 04:17:51
Nation Game,Jangan download dan beli jikalau ansa mencari pure vpn. Ini sudah tidak pure lagi karena untik buka disney plus hotstar saja tidak verfungsi lagi.,1,2021-02-21 20:09:18
Wahyu Nurlopaty,"Tidak bisa connect. Selama ini subscribtion saya lancar malah ada tulisan ""account limit reached"". Saya perbarui subscribtion tetap sama.",1,2022-03-19 18:37:54
Adhi Febrian,bisa tidak uang saya kembali. karena pembelian di item ini tidak saya ketahui. mungkin dilakukan oleh teman atau keluarga sayadwngan sengaja ataupun tidak sengaja. soalnya nominal uangnya sangat banyak..,1,2023-09-25 00:42:32
borkan jr,Kenapa ni apk bisa motong langsung gitu sedangka saya tdk menerima langganan,1,2023-11-21 01:39:02
Angga Indriya,Eh buset mau pakai vpn aja ribet banget. Untung saya pakai email dummy pas register. Masih banyak vpn yg lebih baik dari ini. Gak jd pakai ya soalnya jelek.,1,2020-09-03 17:52:29
dani satria,woy gw dah berbayar anyyyiing lho kok susah Connect....percuma kalo bayar kaya gini.... gw gak recommend buat vpn terbaik ini vpn bener² buruuuukkkk cukkk..... untung gw langganan 1 bulan gak langganan 3 tahun dengan harga miring jd gak rugiiii wkwkwkwk vpn bodong.... mending ExpressVPN,1,2021-04-09 10:28:57
Pengguna Google,"Tidak bisa digunakan untuk Android TV, padahal ini fitur yang sangat wajib dikala Netflix diblokir.",4,2020-03-22 01:52:52
Rian P,"Shitty VPN, gak bisa connect. Kalo kadang bisa lamaaaaaaaaaaaa. Mungkin gara2 ISP juga (Telkom/sel) tapi tetep aja ga bisa dipake.",1,2020-08-15 16:33:52
Pengguna Google,"App nya bagus, enak di pake, tingkatkan lagi, soalnya masih sering disconect otomatis. Semoga kedepannya bisa lebih baik.",5,2019-05-17 19:39:17
Rizqi Mulyono,Saya kecewa dengan fitur smart dns yang dimiliki nordvpn... masih belum banyak yang bisa membuka blokir streaming lain misalnya hulu... tolong diperbaiki lagi,2,2021-02-11 08:18:37
Pengguna Google,"Nih aplikasi harus bayar njer, cman sesuai sih sama harga dan fitur atau kecepatannya. Rekomendasi dah... subscription sampe 2022 :v",5,2019-09-07 08:42:38
Andini Jusuf,"Susah connect, dicoba berulang2 kali sama aja. Dilaptop apalagi malah dibilang unprotect. Jangan terlalu susah dong connectnya",2,2020-05-17 09:19:45
Rizqi Hmmm,"Setelah di update, sekarang tidak susah connect lagi bahkan saya bisa ke server kemanapun tanpa kendala susah connect... terima kasih",5,2021-02-01 10:43:14
Ariq Malya,"mau start free trial kan gratis, google play nge bug ga bisa start trial, transaksi selalu gagal. ribet",1,2022-09-09 17:32:08
Farrendino 1,"Vpnnya kurang bagus mohon di tingkatkan lagi, merunut saya VPN gratis lebih bagus daripada VPN ini,contoh VPN yang lebih baik dari VPN ini adalah (quark VPN)",2,2021-11-19 07:01:39
Dewi Nepa,Udah bayar mahal-mahal baru 2 Minggu udah gak bisa dipakek. Connecting Mulu. Padahal kalau pake HMA VPN connect.,1,2021-04-10 11:00:13
Danz Gaming,Saya kecewa sama NordVPN Kenapa tidak bisa mengakses HBO Max meski sudah sesuai Dengan region yg support nya Saya akan kasih 5 star jika sudah bisa dipake akses HBO Max Terimakasih !,3,2022-04-12 10:10:33
BERPIKIR CAKRAWALA,"sangat bagus dan klw mau full kualitas harus berlangganan, klw mau gratisan, pikir juga, masa hidup kita terlalu gratisan.",5,2021-02-15 22:44:58
ireung areung,"Makin sini makin susah connecting tolong di perbaikin dong saya pengguna setia Nord dari dulu, pas awal2 bagus banget sekarang makin sini kesini jadi susah connect.",3,2020-05-14 01:36:52
Ruben Yobel,"Ini aplikasi yang bagus, tapi tolong harganya jangan terlalu mahal. Misalnya harganya IDR 250.000/bulan, kalo harganya seperti itu saya akan lebih betah untuk menggunakan aplikasi ini",4,2020-04-29 23:23:55
Moch Abay,Susah banget cara pake nya banyak bug nya lagi.,1,2024-01-03 10:01:55
Putra Athaila,"Ga usah download, percuma doang. Minimal VPN free, ga semua orang punya uang. Lain kali tolong kasih koneksi VPN yang gratis. Kecewa berat!",1,2023-10-01 03:35:43
Dadut Wahyu Pratama,"Kok gabisa konek ke negara lain, padahal sudah beli premium . Nyesel beli premium. Buang2 duit dan waktu . Jangan download ini vpn",1,2023-09-27 15:04:54
Tell Meee,"bad tidak bisa tersambung ke server manapun , kalian yg mau langganan vpn ini mikir 2x deh nanti nyesel",1,2023-11-30 09:58:43
Pengguna Google,VPN paling aman dan juga praktis. Kalo upgrade premium gak khawatir data pribadi bakal dibobol,5,2020-02-12 20:02:48
Anyol,ok banget.. tapi mahal,5,2024-03-13 20:48:06
Agustin Restyan,"Apk vpn berbayar paling burukk, kembalikan uang langganan saya, udah berbayar susah conect lagi, semakin diupdate bukanya tambah baik malah tambah burukk payahh 👎👎👎👎👎",1,2023-01-26 22:18:31
mulyo sudiro,"Setelah di perbaharui,semakin susah dan selalu gagal utk tersambung..saat nya beralih ke VPN lain...🖕",1,2023-02-08 08:20:00
Stainard Rarsina,Masalah vpn ini cmn dua. 1. Susah banget buat connect 2. Mudah Disconnect Mohon buat developer buat perbaiki lagi di masalah ini,1,2022-01-24 20:09:05
Deadly Sins,apk nya saya yakin bagus tapi biaya trial dan langganan nya itu luar biasa menguras untuk golongan menengah kebawah seperti saya,3,2020-11-20 01:36:37
Pengguna Google,"Cukup bagus,Tdak Seperti Vpn Yang pernah saya Pke,Ini Lebih cepat Dan saya pke masuk Website Toko A....(tdak bisa disebut) Untuk Membeli barang2 yang jarang ditemukan.",4,2018-12-12 18:03:39
Fikri Maulana,"Tolonglah Nord VPN,saya login melalui website sudah bisa,kenapa waktu lanjut ke aplikasi gagal terus??? Jangan dipersulit lahh tolong saya sangat kecewa dengan kejadian ini",1,2021-01-02 13:04:57
Rafael AnKos,"Saya rating bintang 1 karena bukannya protect PC saya tapi malah lock file saya. Saya coba untuk uninstall tapi selalu bilangnya ""you don't have permission to modify this file"" saya nyesel install app ini di PC tapi karena tidak bisa rating di PC jdi saya rate disini. Kalo ada yg baca ini, jangan install nordvpn. Baik kalian di PC maupun di hp.",1,2022-07-02 22:44:21
Rifai Alfath,Ini kenapa connectnya susah sekali ya? Padahal sudah pindah ke UDP/TCP/NordLynx. Terus akun sering logout sendiri,2,2020-12-03 19:27:47
Pengguna Google,"saya kurangin bintangnya dan uninstall soalnya pertama doank gratis kesananya bayar , katanya tanpa batas, Click bait nih, tapi ge akui bagus ni app tapi bayar cuk, hari gini vpn bayar wikwikwik",2,2019-02-28 10:54:11
Ilham Solahudin,Susah buat connect nya. Baru juga berlangganan. Tolong di perbaiki dong. Sayang ini udah langganan,1,2022-12-31 00:27:34
Aditya Putra,Nunggu promo 3 years baru pindah kesini cuman ada promo 1years padahal di website ada promo 2years+3 tapi ga bisa bayar pakai google Play. Bisa nya google pay di Indonesia bisanya google play,3,2021-07-29 11:55:20
Pengguna Google,"buang waktu sama kuota saja ini, gak mau kebuka padahal sudah daftar email !!! free 7 hari try is gak bisa kebuka. disuruh bayar dulu... anying !!!",1,2019-05-16 23:54:47
Pengguna Google,Kok ini malah otomatis narik layanan berbayar dari kartu kredit..kirain 7 hari trial..taunya karena gk di apa apain 7 hari trial berikutnya kena 1.200.000 an perpanjangan layanan berbayar 1 tahun..apesssss,1,2018-12-12 23:29:16
Pengguna Google,"Best VPN, saya gunakan Akun premium lebih cepat daripada vpn gratisan, dan tentunya aman.",5,2019-08-28 08:02:55
Khonsa Naqiyyah,"Aneh banget app nya, baru juga mau konekin trs hrs bayar, pengen yang gratis tp pas di pencet gak bisa, gimana dah",1,2020-06-18 19:26:49
Pengguna Google,Sangat baik dan bagus di gunakan dalam situs APL yang lainnya dan di buat browsing juga bagus.trima kasih.,5,2020-01-05 18:17:53
R A I N E R,"Aplikasih bagus,memperlancar jaringan saya pada saat ngebrowser dan juga main game,tapi sanggat di sayangkan kalau hanya bisa free 7 day",4,2020-11-08 13:36:44
Idhe Novian,"Labelnya vpn tarbaik, tercepat, teraman...tapi mau konek aja susahnya minta ampun. Ganti pengaturan ini itu sama saja !!",2,2020-06-21 11:38:53
Haryo Unthoro,"Udah beli yang premium, udah ganti tcp udp, tetep aja gk bisa connect. HERAN",1,2021-02-28 16:41:39
Bayu Arsandi,"Buruk!! Tidak dapat terhubung. !! Mohon maaf karena saya uninstal. Pelayanan mengecewakan, percuma membayar jika untuk terkoneksi saja sangat susah dan lama.",1,2020-05-24 00:36:26
Amir,Sangat kecewa. Sudah berlangganan tapi masih disuruh bayar lagi dan status akun inactive. Kecewa sumpah bayar buat aplikasi rusak gini!!,1,2020-07-03 13:18:10
MAKMUR KEY,Kenapa harus ada saldo dulu baru bisa trial? Knp gak ngasih langsung gratis trial walau cuma 1hari terlebih dulu.. kalau seperti ini saya yakin gak ada yg percaya kalau app ini benar work it.,1,2020-11-06 14:13:02
Pengguna Google,"Everything it's worth lah, soal vpn ini udah lumayan bagus ko dari segi penggunaan, UI yang unik 👍",5,2020-02-19 11:55:04
Akil1345 Akil,"Udah update malah tambah buruk, lalu sy habis beli premium malah susah connect ke server lain😒, mending lebih bagusan free",1,2023-03-21 14:06:11
Bangbang Tato,"Udah bayar mahal-mahal Susah banget connectnya, lebih gampang pake VPN gratis daripada ini",1,2023-02-04 23:19:00
2RIS1 PRO,"Mantap sih 👍😊, Tadi untuk connect nya susah 🥺😭, Alhamdulillah sekarang udah cepat & lancar, Setelah aku ubah setting ""VPN protocol"" (NordLynx, TCP, UDP)",5,2020-11-03 09:51:42
Pengguna Google,"saya sangat kecewa karena setelah pembayaran berhasil saya akan masuk ke server , tetapi selalu muncul tulisan payment failed...",1,2019-05-16 23:42:13
nur salim,Sudah login melalui website sukses tapi ke aplikasi gagal terus?? Kenapa? Tidak seperti biasanya.. Kecewa,1,2021-01-14 09:03:39
Pengguna Google,"Kenapa harus meminta alamat email? VPN Master sangat simpel, instal, klik sambung. Tanpa harus daftar.",1,2019-02-12 05:46:21
Aji Suhaji,"Download apknya lama banget, ampe kesel nungguinnya, tapi kualitasnya, behhhhhh, jangan di tanya dehh.",5,2020-12-06 20:29:18
Frefen,"Bodoh sekali sih kalian ini kalo gk tau pake vpn ya jangan beli kalau tau tinggal beli udh di saranin ubah protocol nya ke openvpn tcp,openvpn udp atau nordlynx biar lebih cepat connect",5,2020-08-21 11:40:08
gina renata,"Wah fast respon sekali admin/developer nya, masalahnya langsung teratasi dalam hitungan menit",5,2020-08-18 16:35:41
Fauzan Ichsan,Terlalu lama buat connect ke server bahkan gabisa... VPN Gratisan cepet buat konek padahal:(,1,2020-08-15 21:37:24
